parameter,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,index,par_type,item
theta,-0.299,0.161,-0.594,0.01,0.002,0.001,11325,10670,1,837,person,
theta,0.493,0.174,0.177,0.832,0.002,0.001,12714,12677,1,335,person,
theta,0.716,0.168,0.402,1.032,0.002,0.001,10724,11630,1,552,person,
theta,-2.419,0.151,-2.71,-2.139,0.003,0.001,3188,7064,1,856,person,
theta,0.281,0.169,-0.028,0.608,0.002,0.001,11638,12282,1,975,person,
theta,0.044,0.158,-0.253,0.343,0.001,0.001,12338,12524,1,51,person,
theta,1.195,0.158,0.902,1.495,0.002,0.001,8093,12642,1,311,person,
theta,0.113,0.189,-0.235,0.471,0.001,0.002,16340,12121,1,250,person,
theta,-0.02,0.155,-0.316,0.264,0.002,0.001,9835,11347,1,377,person,
theta,-2.245,0.159,-2.551,-1.949,0.002,0.001,4255,8516,1,121,person,
theta,-0.653,0.188,-1.01,-0.307,0.002,0.002,12198,12664,1,958,person,
theta,-2.358,0.155,-2.648,-2.072,0.003,0.001,3491,7927,1,1062,person,
theta,-1.354,0.174,-1.674,-1.03,0.002,0.001,7795,12011,1,404,person,
theta,-0.723,0.167,-1.052,-0.419,0.002,0.001,10653,11936,1,53,person,
theta,-0.006,0.179,-0.342,0.328,0.001,0.001,15835,13042,1,727,person,
theta,0.949,0.167,0.639,1.265,0.002,0.001,9442,11454,1,528,person,
theta,0.507,0.164,0.196,0.808,0.002,0.001,11283,10776,1,183,person,
theta,-1.041,0.171,-1.354,-0.717,0.002,0.001,11568,12346,1,784,person,
theta,-2.516,0.144,-2.792,-2.253,0.003,0.001,3130,8775,1,669,person,
theta,1.086,0.152,0.802,1.373,0.002,0.001,7136,11952,1,1146,person,
theta,0.641,0.172,0.33,0.974,0.002,0.001,11054,11444,1,479,person,
theta,0.483,0.157,0.187,0.775,0.002,0.001,10196,9402,1,366,person,
theta,-0.712,0.175,-1.039,-0.381,0.002,0.001,12578,12527,1,218,person,
theta,0.033,0.158,-0.258,0.334,0.001,0.001,11974,12697,1,375,person,
theta,-0.685,0.147,-0.96,-0.408,0.002,0.001,8726,11173,1,420,person,
theta,0.992,0.162,0.696,1.306,0.002,0.001,8665,11492,1,687,person,
theta,-0.912,0.165,-1.219,-0.597,0.002,0.001,9140,10852,1,842,person,
theta,-2.656,0.156,-2.962,-2.375,0.003,0.001,2976,8134,1,30,person,
theta,0.375,0.175,0.041,0.699,0.001,0.001,14212,11928,1,996,person,
theta,-1.256,0.18,-1.596,-0.926,0.002,0.002,8082,10911,1,459,person,
theta,1.029,0.157,0.737,1.33,0.002,0.001,8951,10662,1,663,person,
theta,0.019,0.179,-0.307,0.362,0.002,0.002,13450,11310,1,1149,person,
theta,1.181,0.161,0.888,1.492,0.002,0.001,8928,11732,1,222,person,
theta,-1.351,0.164,-1.666,-1.049,0.002,0.001,7757,11742,1,215,person,
theta,0.619,0.162,0.306,0.915,0.002,0.001,9814,12653,1,1127,person,
theta,0.46,0.165,0.157,0.775,0.002,0.001,11269,12226,1,425,person,
theta,0.637,0.162,0.334,0.937,0.002,0.001,10051,12113,1,963,person,
theta,-0.122,0.196,-0.498,0.243,0.002,0.002,16469,12026,1,96,person,
theta,-0.147,0.177,-0.49,0.177,0.001,0.001,14756,12341,1,916,person,
theta,0.595,0.153,0.298,0.872,0.002,0.001,9269,11138,1,325,person,
theta,1.1,0.153,0.808,1.385,0.002,0.001,8734,10407,1,594,person,
theta,-1.04,0.185,-1.39,-0.696,0.002,0.002,11347,11729,1,774,person,
theta,-1.482,0.165,-1.783,-1.165,0.002,0.001,7548,11754,1,79,person,
theta,0.73,0.184,0.386,1.076,0.002,0.002,12140,12245,1,658,person,
theta,1.077,0.167,0.762,1.388,0.002,0.001,9052,12209,1,56,person,
theta,0.71,0.18,0.374,1.05,0.002,0.001,12073,13281,1,589,person,
theta,0.168,0.153,-0.121,0.451,0.001,0.001,11627,11788,1,329,person,
theta,1.106,0.161,0.801,1.405,0.002,0.001,8979,12258,1,205,person,
theta,-1.172,0.148,-1.459,-0.904,0.002,0.001,6784,10396,1,95,person,
theta,-0.414,0.161,-0.714,-0.112,0.002,0.001,10088,11980,1,141,person,
theta,-2.668,0.159,-2.964,-2.369,0.003,0.001,3525,8998,1,978,person,
theta,0.295,0.156,0.001,0.591,0.001,0.001,11487,11760,1,431,person,
theta,-0.883,0.164,-1.192,-0.574,0.002,0.001,10619,11452,1,631,person,
theta,0.985,0.159,0.683,1.284,0.002,0.001,9267,12041,1,545,person,
theta,-0.487,0.17,-0.81,-0.164,0.002,0.001,9650,13119,1,399,person,
theta,-0.419,0.185,-0.782,-0.084,0.002,0.002,13577,12005,1,442,person,
theta,1.092,0.163,0.784,1.396,0.002,0.001,8427,12026,1,917,person,
theta,1.146,0.164,0.833,1.45,0.002,0.001,8822,11551,1,2,person,
theta,0.589,0.195,0.219,0.95,0.002,0.002,15333,12830,1,780,person,
theta,0.22,0.172,-0.104,0.538,0.002,0.001,10803,11784,1,1176,person,
theta,0.704,0.164,0.399,1.013,0.002,0.001,9357,11945,1,402,person,
theta,0.426,0.168,0.105,0.738,0.002,0.001,10432,11895,1,721,person,
theta,0.88,0.155,0.587,1.17,0.002,0.001,9148,11303,1,970,person,
theta,-0.132,0.161,-0.43,0.17,0.002,0.001,10425,11472,1,747,person,
theta,0.619,0.151,0.338,0.906,0.002,0.001,9002,11338,1,273,person,
theta,0.646,0.152,0.365,0.937,0.002,0.001,7691,10972,1,232,person,
theta,-0.711,0.162,-1.015,-0.402,0.002,0.001,9819,12674,1,725,person,
theta,0.954,0.163,0.645,1.258,0.002,0.001,8924,10416,1,926,person,
theta,0.765,0.149,0.478,1.036,0.002,0.001,9515,13164,1,738,person,
theta,0.544,0.17,0.212,0.852,0.001,0.001,13650,12149,1,363,person,
theta,0.493,0.174,0.175,0.83,0.002,0.002,12484,12555,1,40,person,
theta,0.124,0.171,-0.212,0.432,0.002,0.001,12168,12043,1,1159,person,
theta,0.507,0.158,0.214,0.807,0.002,0.001,8898,11833,1,1060,person,
theta,0.894,0.16,0.582,1.184,0.002,0.001,9684,13335,1,724,person,
theta,-0.69,0.162,-0.986,-0.377,0.002,0.001,10820,10846,1,737,person,
theta,0.21,0.18,-0.129,0.552,0.001,0.001,14550,12696,1,1089,person,
theta,0.445,0.164,0.145,0.764,0.002,0.001,11467,12148,1,562,person,
theta,-0.009,0.154,-0.291,0.287,0.001,0.001,11465,12430,1,682,person,
theta,-1.647,0.158,-1.935,-1.344,0.002,0.001,5811,9537,1,783,person,
theta,0.328,0.158,0.033,0.625,0.001,0.001,11989,11524,1,847,person,
theta,-0.269,0.156,-0.566,0.018,0.002,0.001,10576,12579,1,655,person,
theta,-2.074,0.167,-2.384,-1.752,0.002,0.001,5797,10603,1,464,person,
theta,-0.524,0.177,-0.856,-0.188,0.002,0.002,11950,11212,1,1042,person,
theta,1.149,0.153,0.871,1.441,0.002,0.001,8174,12817,1,742,person,
theta,0.193,0.182,-0.145,0.541,0.001,0.002,16985,12595,1,947,person,
theta,-1.712,0.167,-2.027,-1.397,0.002,0.001,6446,11049,1,168,person,
theta,0.508,0.17,0.207,0.842,0.002,0.001,11510,12326,1,32,person,
theta,-0.026,0.172,-0.369,0.278,0.001,0.001,13970,12531,1,1130,person,
theta,1.149,0.161,0.836,1.442,0.002,0.001,9094,11442,1,260,person,
theta,0.454,0.185,0.11,0.802,0.002,0.002,12518,12235,1,434,person,
theta,-0.997,0.166,-1.306,-0.679,0.002,0.001,8384,12715,1,642,person,
theta,-0.805,0.178,-1.145,-0.479,0.002,0.002,13207,10921,1,716,person,
theta,0.485,0.172,0.158,0.803,0.002,0.001,11549,12924,1,35,person,
theta,0.552,0.163,0.234,0.845,0.002,0.001,10718,12170,1,581,person,
theta,0.362,0.162,0.055,0.659,0.001,0.001,12711,12435,1,1028,person,
theta,1.156,0.157,0.866,1.456,0.002,0.001,8011,11669,1,68,person,
theta,0.258,0.188,-0.102,0.6,0.001,0.002,17515,13079,1,345,person,
theta,-0.51,0.157,-0.806,-0.221,0.002,0.001,9314,12449,1,104,person,
theta,0.84,0.173,0.507,1.156,0.002,0.001,10388,11987,1,1117,person,
theta,0.227,0.178,-0.11,0.559,0.001,0.002,14363,10763,1,960,person,
theta,0.7,0.184,0.346,1.039,0.002,0.002,13620,12225,1,361,person,
theta,-0.972,0.173,-1.292,-0.646,0.002,0.001,9360,12362,1,1125,person,
theta,0.78,0.153,0.486,1.066,0.002,0.001,9131,12057,1,248,person,
theta,0.666,0.16,0.365,0.959,0.002,0.001,9648,12299,1,498,person,
theta,0.743,0.163,0.423,1.04,0.002,0.001,10082,12558,1,549,person,
theta,0.397,0.167,0.092,0.722,0.002,0.001,12007,11963,1,940,person,
theta,-1.117,0.19,-1.473,-0.762,0.002,0.002,11371,11165,1,1086,person,
theta,-0.386,0.166,-0.693,-0.066,0.002,0.001,10207,13009,1,371,person,
theta,-0.15,0.157,-0.446,0.141,0.001,0.001,11031,12398,1,607,person,
theta,1.3,0.17,0.98,1.616,0.002,0.001,7639,11879,1,499,person,
theta,-1.15,0.159,-1.469,-0.867,0.002,0.001,10085,10991,1,957,person,
theta,0.216,0.164,-0.094,0.524,0.001,0.001,12421,13775,1,385,person,
theta,0.92,0.162,0.615,1.225,0.002,0.001,8911,12311,1,1050,person,
theta,-0.941,0.173,-1.277,-0.627,0.002,0.001,11389,11868,1,649,person,
theta,-1.385,0.154,-1.683,-1.103,0.002,0.001,6732,11918,1,18,person,
theta,0.641,0.177,0.314,0.983,0.002,0.001,10900,13029,1,1145,person,
theta,-0.054,0.167,-0.368,0.258,0.002,0.001,11333,12443,1,821,person,
theta,-0.902,0.161,-1.204,-0.597,0.002,0.001,9331,11720,1,717,person,
theta,0.785,0.172,0.478,1.123,0.002,0.001,12158,13026,1,857,person,
theta,-2.74,0.16,-3.042,-2.444,0.003,0.001,2861,6265,1,208,person,
theta,-0.466,0.173,-0.79,-0.141,0.001,0.001,13435,11321,1,866,person,
theta,-0.93,0.181,-1.284,-0.604,0.002,0.001,12485,12772,1,415,person,
theta,-1.783,0.161,-2.098,-1.487,0.002,0.001,5683,11419,1,136,person,
theta,0.774,0.17,0.45,1.096,0.002,0.001,10586,13065,1,1010,person,
theta,-0.637,0.162,-0.949,-0.337,0.002,0.001,10657,11143,1,883,person,
theta,1.582,0.157,1.29,1.876,0.002,0.001,6221,10958,1,781,person,
theta,0.216,0.168,-0.105,0.527,0.001,0.001,13468,12013,1,1058,person,
theta,-0.743,0.166,-1.046,-0.424,0.002,0.001,9711,12555,1,73,person,
theta,0.173,0.175,-0.148,0.514,0.001,0.001,14359,12973,1,203,person,
theta,-0.043,0.177,-0.379,0.287,0.002,0.002,12357,11166,1,863,person,
theta,1.003,0.157,0.698,1.29,0.002,0.001,8822,10175,1,720,person,
theta,0.651,0.179,0.318,0.992,0.001,0.002,15753,12766,1,1066,person,
theta,-0.116,0.165,-0.424,0.199,0.002,0.001,11025,13357,1,920,person,
theta,-0.114,0.17,-0.44,0.201,0.002,0.001,11447,13350,1,773,person,
theta,0.149,0.172,-0.172,0.472,0.001,0.001,14490,13793,1,951,person,
theta,-0.368,0.17,-0.69,-0.054,0.002,0.001,10492,12106,1,899,person,
theta,0.236,0.171,-0.086,0.556,0.002,0.001,12526,13712,1,698,person,
theta,-0.377,0.173,-0.687,-0.038,0.002,0.001,9700,12529,1,1002,person,
theta,0.387,0.166,0.06,0.685,0.002,0.001,11766,12813,1,306,person,
theta,0.604,0.159,0.302,0.896,0.002,0.001,9705,12557,1,1156,person,
theta,0.166,0.181,-0.172,0.506,0.002,0.002,13028,12275,1,105,person,
theta,0.691,0.159,0.389,0.988,0.002,0.001,10044,11478,1,296,person,
theta,0.089,0.167,-0.228,0.398,0.001,0.001,14665,11872,1,103,person,
theta,-0.295,0.181,-0.648,0.029,0.001,0.001,15123,13108,1,997,person,
theta,0.582,0.175,0.257,0.912,0.002,0.001,11328,13488,1,993,person,
theta,0.489,0.164,0.171,0.791,0.002,0.001,11571,12954,1,876,person,
theta,-0.138,0.182,-0.476,0.202,0.001,0.001,15748,12580,1,805,person,
theta,1.308,0.162,0.998,1.607,0.002,0.001,8471,10819,1,537,person,
theta,0.531,0.161,0.224,0.83,0.002,0.001,10092,11881,1,286,person,
theta,0.416,0.161,0.119,0.724,0.002,0.001,10375,12612,1,143,person,
theta,-0.574,0.18,-0.899,-0.222,0.002,0.001,12352,12734,1,621,person,
theta,-0.247,0.18,-0.584,0.093,0.002,0.001,13806,12622,1,78,person,
theta,-2.433,0.149,-2.717,-2.156,0.003,0.001,3312,8072,1,283,person,
theta,-0.38,0.167,-0.697,-0.07,0.002,0.001,11901,12438,1,487,person,
theta,-0.442,0.167,-0.759,-0.137,0.002,0.001,10713,11679,1,1192,person,
theta,1.106,0.149,0.832,1.388,0.002,0.001,7754,10329,1,982,person,
theta,0.581,0.157,0.294,0.886,0.002,0.001,10429,12108,1,797,person,
theta,-0.512,0.168,-0.823,-0.189,0.001,0.001,13310,11012,1,757,person,
theta,-1.075,0.158,-1.365,-0.777,0.002,0.001,7354,10991,1,688,person,
theta,0.389,0.156,0.096,0.682,0.002,0.001,10832,12749,1,732,person,
theta,-2.659,0.157,-2.959,-2.374,0.003,0.001,3202,7900,1,890,person,
theta,-0.373,0.165,-0.677,-0.061,0.001,0.001,12477,13188,1,323,person,
theta,0.764,0.164,0.46,1.073,0.002,0.001,10270,12052,1,1108,person,
theta,-1.549,0.152,-1.829,-1.261,0.002,0.001,5882,9652,1,161,person,
theta,-0.746,0.157,-1.037,-0.45,0.002,0.001,8576,10990,1,553,person,
theta,-2.126,0.157,-2.424,-1.832,0.002,0.001,4792,9423,1,1185,person,
theta,-1.407,0.163,-1.708,-1.099,0.002,0.001,6026,10479,1,387,person,
theta,0.179,0.179,-0.155,0.511,0.001,0.001,14593,13191,1,475,person,
theta,-2.581,0.152,-2.869,-2.299,0.003,0.001,3260,7342,1,526,person,
theta,-0.436,0.174,-0.758,-0.108,0.002,0.001,13265,11761,1,473,person,
theta,-1.384,0.16,-1.686,-1.088,0.002,0.001,6583,10863,1,1187,person,
theta,1.307,0.181,0.962,1.64,0.002,0.001,9661,12069,1,579,person,
theta,0.912,0.177,0.581,1.248,0.002,0.001,10722,11571,1,854,person,
theta,-0.459,0.177,-0.795,-0.129,0.001,0.001,14586,13577,1,765,person,
theta,-0.048,0.167,-0.364,0.26,0.001,0.001,13423,12119,1,123,person,
theta,0.447,0.169,0.13,0.762,0.001,0.001,13026,12295,1,538,person,
theta,-0.18,0.172,-0.501,0.144,0.001,0.001,13124,13345,1,219,person,
theta,-0.959,0.172,-1.286,-0.643,0.002,0.001,9948,12161,1,977,person,
theta,-1.204,0.173,-1.528,-0.883,0.002,0.001,9529,12922,1,333,person,
theta,-2.605,0.16,-2.899,-2.3,0.003,0.001,3415,9778,1,338,person,
theta,-0.871,0.165,-1.191,-0.567,0.001,0.001,12081,12386,1,630,person,
theta,-0.037,0.166,-0.341,0.275,0.002,0.001,10826,12638,1,142,person,
theta,0.203,0.161,-0.098,0.505,0.002,0.001,10868,11106,1,393,person,
theta,-0.501,0.166,-0.808,-0.183,0.002,0.001,11764,13633,1,111,person,
theta,0.463,0.161,0.161,0.765,0.002,0.001,10260,11351,1,894,person,
theta,0.307,0.159,0.003,0.596,0.001,0.001,11382,12255,1,139,person,
theta,-1.621,0.148,-1.902,-1.348,0.002,0.001,5786,9686,1,816,person,
theta,1.04,0.169,0.718,1.355,0.002,0.002,9595,10801,1,1048,person,
theta,-0.054,0.162,-0.366,0.242,0.002,0.001,10200,11963,1,944,person,
theta,0.916,0.183,0.576,1.262,0.002,0.002,12095,10471,1,815,person,
theta,1.159,0.162,0.851,1.456,0.002,0.001,8081,11329,1,1111,person,
theta,-0.005,0.172,-0.335,0.31,0.002,0.001,11929,12089,1,1188,person,
theta,0.508,0.154,0.226,0.802,0.001,0.001,10888,12121,1,985,person,
theta,-2.306,0.16,-2.612,-2.011,0.002,0.001,4181,9284,1,612,person,
theta,-1.384,0.169,-1.698,-1.065,0.002,0.001,7348,11412,1,609,person,
theta,1.13,0.174,0.807,1.462,0.002,0.001,9546,11633,1,673,person,
theta,1.025,0.161,0.725,1.336,0.002,0.001,9240,11976,1,902,person,
theta,-0.872,0.183,-1.221,-0.534,0.002,0.001,13066,12641,1,994,person,
theta,-1.323,0.188,-1.675,-0.968,0.002,0.002,11178,13007,1,882,person,
theta,1.139,0.169,0.833,1.463,0.002,0.001,9147,12503,1,269,person,
theta,0.383,0.151,0.096,0.658,0.002,0.001,9774,10831,1,853,person,
theta,-0.658,0.176,-0.99,-0.332,0.002,0.001,11920,12546,1,1110,person,
theta,0.174,0.18,-0.172,0.502,0.002,0.002,13811,12411,1,812,person,
theta,-1.601,0.181,-1.941,-1.253,0.002,0.001,7879,10460,1,694,person,
theta,1.298,0.157,1.013,1.599,0.002,0.001,7057,10697,1,1057,person,
theta,0.568,0.168,0.253,0.884,0.002,0.001,10042,11490,1,1051,person,
theta,0.455,0.168,0.158,0.782,0.002,0.001,12121,12591,1,20,person,
theta,-0.462,0.165,-0.776,-0.154,0.002,0.001,11528,11451,1,769,person,
theta,-2.909,0.165,-3.219,-2.599,0.003,0.001,3029,7843,1,587,person,
theta,-0.109,0.186,-0.465,0.233,0.002,0.002,14661,13304,1,130,person,
theta,0.101,0.167,-0.206,0.424,0.001,0.001,12879,13435,1,895,person,
theta,-1.342,0.177,-1.671,-1.011,0.002,0.001,8738,13062,1,1001,person,
theta,0.711,0.152,0.416,0.984,0.002,0.001,9075,12092,1,263,person,
theta,0.242,0.191,-0.118,0.598,0.002,0.002,13573,12848,1,81,person,
theta,-0.474,0.157,-0.777,-0.19,0.001,0.001,11035,12797,1,573,person,
theta,1.178,0.163,0.869,1.483,0.002,0.001,7832,12316,1,432,person,
theta,0.909,0.156,0.612,1.197,0.002,0.001,8778,10110,1,355,person,
theta,0.72,0.153,0.428,1.002,0.002,0.001,9130,10700,1,342,person,
theta,0.457,0.169,0.145,0.78,0.001,0.001,13346,13201,1,293,person,
theta,-0.719,0.165,-1.031,-0.409,0.001,0.001,12623,11255,1,1020,person,
theta,-0.094,0.189,-0.451,0.265,0.002,0.002,14431,12099,1,870,person,
theta,0.92,0.163,0.615,1.224,0.002,0.001,9747,11315,1,787,person,
theta,0.43,0.183,0.093,0.779,0.001,0.002,15139,12717,1,776,person,
theta,-0.313,0.151,-0.594,-0.028,0.002,0.001,9977,11862,1,133,person,
theta,-0.246,0.173,-0.572,0.075,0.001,0.001,14313,11008,1,119,person,
theta,0.936,0.169,0.613,1.25,0.002,0.001,10153,12174,1,592,person,
theta,0.496,0.157,0.196,0.789,0.001,0.001,11067,11979,1,461,person,
theta,1.166,0.159,0.872,1.472,0.002,0.001,7710,10698,1,822,person,
theta,0.626,0.191,0.273,0.987,0.002,0.002,12850,12927,1,530,person,
theta,0.609,0.153,0.326,0.901,0.002,0.001,9621,11769,1,485,person,
theta,0.364,0.154,0.08,0.665,0.001,0.001,10811,9975,1,509,person,
theta,-0.146,0.175,-0.481,0.181,0.002,0.001,10667,11529,1,613,person,
theta,-0.329,0.175,-0.654,0.005,0.002,0.002,12744,12446,1,330,person,
theta,0.527,0.17,0.197,0.836,0.002,0.001,11158,11821,1,467,person,
theta,-0.067,0.172,-0.384,0.257,0.002,0.001,11959,11613,1,1143,person,
theta,1.175,0.168,0.861,1.494,0.002,0.001,8597,11721,1,525,person,
theta,0.785,0.143,0.514,1.048,0.002,0.001,7547,10526,1,48,person,
theta,-2.453,0.147,-2.729,-2.179,0.002,0.001,3656,7632,1,45,person,
theta,0.965,0.16,0.675,1.272,0.002,0.001,10139,12167,1,1112,person,
theta,-1.973,0.154,-2.266,-1.684,0.002,0.001,4983,10665,1,758,person,
theta,0.847,0.157,0.543,1.132,0.002,0.001,10229,12549,1,860,person,
theta,-0.844,0.202,-1.215,-0.451,0.002,0.002,14975,12999,1,836,person,
theta,0.171,0.164,-0.142,0.478,0.001,0.001,12766,11828,1,674,person,
theta,-0.73,0.17,-1.051,-0.412,0.002,0.001,10281,11752,1,309,person,
theta,0.279,0.164,-0.035,0.586,0.002,0.001,10059,11468,1,480,person,
theta,0.486,0.168,0.173,0.801,0.002,0.001,11689,12522,1,1045,person,
theta,-1.646,0.151,-1.922,-1.357,0.002,0.001,5531,9678,1,670,person,
theta,-0.321,0.173,-0.659,-0.011,0.001,0.001,13886,12946,1,610,person,
theta,-0.861,0.148,-1.13,-0.578,0.002,0.001,7570,11398,1,1100,person,
theta,0.591,0.15,0.319,0.874,0.002,0.001,9398,11969,1,433,person,
theta,-0.39,0.183,-0.725,-0.041,0.002,0.001,14082,12884,1,252,person,
theta,-0.011,0.201,-0.406,0.353,0.001,0.002,20197,13674,1,488,person,
theta,1.092,0.161,0.791,1.394,0.002,0.001,8978,12302,1,516,person,
theta,1.086,0.153,0.802,1.381,0.002,0.001,8521,12321,1,369,person,
theta,-0.159,0.161,-0.458,0.147,0.002,0.001,9441,12421,1,559,person,
theta,0.191,0.175,-0.147,0.509,0.002,0.002,12995,10547,1,471,person,
theta,-0.676,0.182,-1.019,-0.337,0.002,0.001,12957,13002,1,390,person,
theta,-0.098,0.162,-0.402,0.205,0.002,0.001,10998,13715,1,1144,person,
theta,0.467,0.151,0.18,0.749,0.001,0.001,10261,13411,1,418,person,
theta,-0.381,0.178,-0.738,-0.065,0.002,0.001,12504,11386,1,428,person,
theta,-2.512,0.156,-2.809,-2.223,0.002,0.001,4073,6877,1,618,person,
theta,-0.538,0.156,-0.825,-0.242,0.002,0.001,10223,11374,1,966,person,
theta,0.911,0.171,0.592,1.235,0.002,0.001,9201,10667,1,382,person,
theta,0.013,0.171,-0.304,0.337,0.002,0.002,10885,11873,1,1097,person,
theta,-0.044,0.162,-0.341,0.269,0.002,0.001,10524,12746,1,1030,person,
theta,-0.449,0.167,-0.766,-0.141,0.002,0.001,11111,12564,1,266,person,
theta,-2.724,0.158,-3.023,-2.429,0.003,0.001,3661,8359,1,779,person,
theta,-0.023,0.176,-0.361,0.297,0.001,0.002,14939,12293,1,599,person,
theta,-0.299,0.181,-0.63,0.051,0.002,0.002,12994,11713,1,15,person,
theta,0.511,0.166,0.203,0.823,0.002,0.001,9960,12631,1,718,person,
theta,-0.768,0.193,-1.12,-0.397,0.002,0.002,13581,13145,1,137,person,
theta,0.667,0.161,0.366,0.969,0.002,0.001,10979,12719,1,1124,person,
theta,-0.167,0.155,-0.46,0.12,0.002,0.001,9448,12465,1,933,person,
theta,0.662,0.173,0.34,0.987,0.002,0.002,10446,10435,1,364,person,
theta,0.17,0.182,-0.173,0.509,0.002,0.002,13630,12643,1,226,person,
theta,-0.565,0.175,-0.909,-0.249,0.001,0.002,13863,12408,1,521,person,
theta,0.746,0.168,0.431,1.061,0.002,0.001,10905,12186,1,1034,person,
theta,0.791,0.176,0.451,1.112,0.002,0.001,12597,12603,1,691,person,
theta,-0.052,0.174,-0.388,0.264,0.001,0.001,14591,11920,1,362,person,
theta,-0.553,0.168,-0.874,-0.242,0.002,0.002,11507,10800,1,185,person,
theta,0.183,0.178,-0.139,0.531,0.001,0.002,16563,12071,1,563,person,
theta,1.091,0.154,0.811,1.392,0.002,0.001,7769,9329,1,844,person,
theta,-2.447,0.145,-2.72,-2.175,0.002,0.001,3519,7311,1,299,person,
theta,0.142,0.177,-0.183,0.485,0.001,0.001,16606,12411,1,109,person,
theta,-1.199,0.178,-1.54,-0.87,0.002,0.001,9369,12949,1,503,person,
theta,0.307,0.164,-0.002,0.61,0.002,0.001,11177,11656,1,778,person,
theta,0.099,0.157,-0.199,0.388,0.002,0.001,10286,11551,1,469,person,
theta,-0.672,0.191,-1.024,-0.307,0.002,0.002,14550,13071,1,445,person,
theta,-0.057,0.159,-0.351,0.247,0.002,0.001,11091,13050,1,867,person,
theta,-1.176,0.17,-1.504,-0.86,0.002,0.002,8947,10701,1,741,person,
theta,1.169,0.182,0.817,1.505,0.002,0.002,10444,12509,1,799,person,
theta,0.296,0.165,-0.016,0.601,0.001,0.001,13418,12726,1,906,person,
theta,-0.458,0.173,-0.789,-0.135,0.002,0.001,11481,11649,1,316,person,
theta,-0.604,0.177,-0.934,-0.271,0.002,0.002,13366,10043,1,664,person,
theta,-2.642,0.156,-2.938,-2.351,0.003,0.001,3212,8457,1,172,person,
theta,1.473,0.17,1.142,1.783,0.002,0.001,7292,11736,1,413,person,
theta,-0.731,0.165,-1.032,-0.418,0.002,0.001,10145,11976,1,174,person,
theta,0.675,0.17,0.353,0.987,0.002,0.001,11437,13052,1,611,person,
theta,0.723,0.176,0.388,1.049,0.002,0.001,12479,12493,1,186,person,
theta,0.793,0.166,0.48,1.104,0.002,0.001,10986,11372,1,864,person,
theta,-1.045,0.174,-1.364,-0.709,0.002,0.001,9416,11555,1,265,person,
theta,-0.214,0.165,-0.523,0.098,0.002,0.001,10567,11946,1,590,person,
theta,-2.465,0.156,-2.76,-2.172,0.003,0.001,3266,8383,1,680,person,
theta,-1.733,0.167,-2.042,-1.413,0.002,0.001,6363,9098,1,149,person,
theta,0.883,0.164,0.585,1.201,0.002,0.001,9747,12045,1,496,person,
theta,1.042,0.159,0.742,1.337,0.002,0.001,8717,10684,1,1085,person,
theta,0.81,0.168,0.498,1.135,0.002,0.001,10901,12599,1,151,person,
theta,0.465,0.177,0.139,0.802,0.001,0.001,16764,13118,1,953,person,
theta,1.189,0.155,0.902,1.483,0.002,0.001,7111,11096,1,935,person,
theta,-0.124,0.173,-0.441,0.209,0.001,0.001,14119,12986,1,633,person,
theta,-0.363,0.16,-0.668,-0.063,0.002,0.001,10592,11712,1,833,person,
theta,0.619,0.152,0.324,0.9,0.002,0.001,9689,10647,1,1094,person,
theta,1.205,0.159,0.912,1.504,0.002,0.001,8087,11717,1,505,person,
theta,-0.254,0.179,-0.588,0.087,0.002,0.001,12793,13129,1,1054,person,
theta,0.773,0.165,0.471,1.087,0.002,0.001,11903,13163,1,1153,person,
theta,0.209,0.168,-0.119,0.512,0.002,0.001,10172,12290,1,234,person,
theta,-0.09,0.146,-0.361,0.187,0.002,0.001,8959,11005,1,198,person,
theta,-1.014,0.178,-1.352,-0.682,0.002,0.001,11665,11940,1,140,person,
theta,1.042,0.156,0.75,1.336,0.002,0.001,8881,12058,1,1041,person,
theta,0.069,0.157,-0.231,0.359,0.001,0.001,13190,11282,1,1061,person,
theta,-0.71,0.183,-1.048,-0.363,0.002,0.002,10957,12378,1,38,person,
theta,-2.647,0.147,-2.919,-2.372,0.003,0.001,2511,5876,1,383,person,
theta,-0.268,0.171,-0.583,0.059,0.001,0.001,13822,11966,1,638,person,
theta,-0.027,0.171,-0.344,0.299,0.001,0.001,14394,11689,1,719,person,
theta,-0.959,0.192,-1.317,-0.592,0.002,0.002,12377,13062,1,1003,person,
theta,0.839,0.173,0.513,1.158,0.002,0.001,10961,12803,1,884,person,
theta,0.177,0.172,-0.136,0.514,0.002,0.001,12547,12407,1,542,person,
theta,-0.2,0.179,-0.541,0.138,0.001,0.002,14971,12760,1,196,person,
theta,0.207,0.169,-0.105,0.529,0.001,0.001,14356,11098,1,367,person,
theta,-1.804,0.195,-2.174,-1.441,0.002,0.002,9740,10379,1,1120,person,
theta,1.218,0.162,0.92,1.528,0.002,0.001,8276,11628,1,950,person,
theta,1.186,0.17,0.886,1.517,0.002,0.001,8841,12792,1,565,person,
theta,0.105,0.175,-0.229,0.431,0.002,0.001,13291,13224,1,202,person,
theta,0.059,0.157,-0.234,0.362,0.002,0.001,9871,12374,1,832,person,
theta,0.142,0.177,-0.182,0.482,0.002,0.001,13019,11406,1,637,person,
